jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,
,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Ceraceomerulius,synonym of Byssomerulius,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01577,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Ceriporia,,wood_saprotroph,,,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02846,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Efibula,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02885,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Emmia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03214,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Flavodon,synonym of Irpex,wood_saprotroph,,,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03455,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Gloeoporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03985,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Hydnopolyporus,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,,,,,plant_pathogen;wood_saprotroph;;wood_pathogen;;filamentous_mycelium
jrk04174,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Irpex,,wood_saprotroph,,,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04619,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Leptoporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05094,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Meruliopsis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07417,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Raduliporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11217,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Resiniporus,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07639,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Riopa,synonym for Ceriporia,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk08916,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Trametopsis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
Gorjon,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Vitreoporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04183,Basidiomycota,Agaricomycetes,Polyporales,Ischnodermataceae,Ischnoderma,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11218,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Kusaghiporia,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04438,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Laetiporus,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,plant_pathogen;wood_saprotroph;;wood_pathogen;;filamentous_mycelium
jrk06400,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Phaeolus,,wood_saprotroph,plant_pathogen,,,root_pathogen,"wood,roots",brown_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;plant_pathogen;;root_pathogen;;filamentous_mycelium
jrk05083,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Meripilus,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,plant_pathogen;wood_saprotroph;;wood_pathogen;;filamentous_mycelium
jrk07626,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00790,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Aurantiopileus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00794,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Aurantiporus,,wood_saprotroph,,wood_pathogen_on_some_hosts,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;wood_pathogen;;filamentous_mycelium
,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Ceraceohydnum,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01578,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Ceriporiopsis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01866,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Climacodon,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;plant_pathogen;;wood_pathogen;;filamentous_mycelium
jrk01975,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Columnodontia,synonym of Phlebia,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02177,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Crustodontia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11219,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Geesterania,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11220,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hermanssonia,synonym of Phlebia,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11221,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hydnophanerochaete,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03984,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hydnophlebia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
extra taxons new Karl Henrik and Jenni,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Jacksonomyces,synonym of Phlebia,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04712,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Lilaceophlebia,synonym of Phlebia,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04825,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Luteoporia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05095,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Merulius,synonym of Phlebia,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05362,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,synonym of Phlebia,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05363,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoaciella,synonym of Phlebia,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05874,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Odoria,,,,,,,,,non-aquatic,,,filamentous_mycelium,,,,,,,;;;;;filamentous_mycelium
jrk06007,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Pachykytospora,synonym of Sarcodontia,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11222,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Pappia,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,,,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06495,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06498,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebiporia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06595,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Physisporinus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07788,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Sarcodontia,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;plant_pathogen;;wood_pathogen;;filamentous_mycelium
jrk07922,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Scopuloides,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11223,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Stereophlebia,synonym of Phlebia,wood_saprotroph,,,,,wood,white-rot,non-aquatic,,,filamentous_mycelium,corticioid,other,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02315,Basidiomycota,Agaricomycetes,Polyporales,Panaceae,Cymatoderma,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06049,Basidiomycota,Agaricomycetes,Polyporales,Panaceae,Panus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00751,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Atheliachaete,synonym of Phanerochaete,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01051,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,,wood_saprotroph,root_endophyte_dark_septate,plant_pathogen_on_some_hosts,root_endophyte_dark_septate,wood_pathogen,wood,white_rot,partly_aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;root_endophyte_dark_septate;root_endophyte_dark_septate;wood_pathogen;;filamentous_mycelium
jrk11224,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Crepatura,,wood_saprotroph,,,,,wood,white-rot,non-aquatic,,,filamentous_mycelium,,,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02754,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Donkia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11225,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Efibulella,,wood_saprotroph,,,,,wood,white-rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03359,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Geliporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03681,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Hapalopilus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04028,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Hyphodermella,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11226,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Odontoefibula,,wood_saprotroph,,,,,wood,white-rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05998,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Oxychaete,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06411,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phaeophlebiopsis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06459,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerina,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06460,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06497,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlebiopsis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06634,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Pirex,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06901,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Porostereum,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07299,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Pulcherricium,synonym of Terana,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07549,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Rhizochaete,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk08704,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Terana,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00005,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Abortiporus,,wood_saprotroph,plant_pathogen,,,root_pathogen,"wood,roots",white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;plant_pathogen;;root_pathogen;;filamentous_mycelium
jrk01237,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Bulbillomyces,synonym of Aegerita,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk04050,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Hypochnicium,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
extra taxons new Karl Henrik and Jenni,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Nodotia,synonym of Hypochnicium,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06808,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Podoscypha,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,agaricoid,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06920,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Pouzaroporia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk07619,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Rickiopora,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00012,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Abundisporus,,wood_saprotroph,,wood_pathogen_on_some_hosts,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;wood_pathogen;;filamentous_mycelium
jrk00273,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Amauroderma,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,plant_pathogen;wood_saprotroph;;wood_pathogen;;filamentous_mycelium
jrk00777,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Atroporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00816,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Australoporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01167,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Bresadolia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01538,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cerarioporia,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01575,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cerioporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11227,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cinereomycetella,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01970,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Colospora,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02070,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
Gorjon,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Crassisporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02217,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cryptoporus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02386,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;plant_pathogen;;wood_pathogen;;filamentous_mycelium
jrk02400,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Datronia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02401,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Datroniella,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02486,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Dentocorticium,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,hydnoid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11228,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Dextrinoporus,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02556,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Dichomitus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02755,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Donkioporia,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02756,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Donkioporiella,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,,,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02812,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Earliella,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk02822,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Echinochaete,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11229,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Endopandanicola,,foliar_endophyte,foliar_endophyte,,foliar_endophyte,,,,non-aquatic,,,filamentous_mycelium,,,,,,,foliar_endophyte;foliar_endophyte;foliar_endophyte;;;filamentous_mycelium
